Food,Associativity,Region,Type,Category,Allergy,Serving,Total Weight (gms),Energy(kcal),Proteins,Carbohydrates,Fats,Fiber,Carbon Footprint(kg CO2e),Ingredients
Chicken Biryani,5,"North,South,East,West","Lunch,Dinner",Non-veg,dairy ,1 medium katori,441,763,25,37,35,7,1.66035,Chicken-100 gms; Yoghurt-30 gms; Common salt-15 gms; Cardamom-2 gms; Cooking oil-15 gms; Onion-30 gms; Cumin seeds-7 gms; Cinnamon-5 gms; Cloves-10 gms; Nutmeg-15 gms;Mint leaves-2 gms; Milk-15 gms; Rice-150 gms; Red chilli Powder-15 gms; Ginger powder-15 gms; Garlic powder-15 gms
CHEESY CHICKEN PATTIES (Tikki),6,"North,South,East,West",Appetizer,Non-veg,dairy ,1 medium,226,491,30,7,37,1,2.0701,Chicken-60 gms; CHEESE-62 gms; Egg-60 gms; Onion-15 gms; Common salt-7 gms; Black pepper-7 gms; Olive oil-15 gms
ACHARI TIKKA (PANEER),6,"North,East,West",Appetizer,Veg,dairy ,1 medium,401,1186,68,68,73,13,2.714,Paneer-250 gms; Common salt-15 gms ; Fenugreek seeds-15 gms; Yoghurt-1 gms; Ginger powder-15 gms; Garlic powder-15 gms; Red chilli Powder-15 gms; Turmeric powder-15 gms; Coriander Powder-15 gms; Cumin seeds-15 gms; Garam Masala-15 gms; Olive oil-15 gms
Paneer Wrap In Soya Palak Roti,0,Continental,"Lunch,Dinner,Snacks",Veg,dairy ,1 medium,180,210,11,28,4,5,0.3707,Spinach-30 gms; Atta-30 gms; Cumin seeds-4 gms; Paneer-30 gms; Onion-15 gms; Ginger-4 gms; Common salt-7 gms; Capsicum-15 gms; carrot-15 gms; CUCUMBER-15 gms; Coriander leaves-15 gms
Dahi Vada,11,"North,East,West",Snacks,Veg,dairy ,2 medium,251,179,8,17,9,4,0.5007,Gram dal-60 gms; Cumin seeds-4 gms; Common salt-7 gms; Cooking oil-15 gms; Yoghurt-150 gms; Coriander leaves-15 gms
Curd Rice,3,South,"Lunch,Dinner",Veg,dairy ,1 medium katori,286,483,12,84,9,4,0.7827,Rice-100 gms; Yoghurt-100 gms; Milk-30 gms; carrot-10 gms; CUCUMBER-10 gms; Coriander leaves-5 gms; Chillies-5 gms; Ginger-2 gms; Curry leaves-2 gms; Mustard seeds-2 gms; Gram dal-2 gms; Asafoetida-1 gms; Cooking oil-2 gms; Common salt-15 gms
Matar Paneer,2,"North,East,West",Dry Curry,Veg,dairy ,1 medium katori,595,631,33,42,35,7,1.689,Paneer-125 gms; Peas-150 gms; Tomato-120 gms; Onion-75 gms; Garlic-2 gms; Ginger-4 gms; Chillies-3 gms; Yoghurt-75 gms; Cumin seeds-1.5 gms; Turmeric powder-2 gms; Cooking oil-15 gms; Common salt-15 gms; Coriander leaves-4 gms
Palak Paneer,2,"North,East,West",Dry Curry,Veg,dairy ,1 medium katori,990,893,52,57,49,20,2.2817,Paneer-200 gms; Spinach-400 gms; Onion-150 gms; Tomato-200 gms; Garlic-1 gms; Chillies-2 gms; Cumin seeds-1.5 gms; Turmeric powder-2 gms; Cooking oil-15 gms; Common salt-15 gms
Palak Mushroom,2,"North,East,West",Dry Curry,Veg,dairy ,1 medium katori,562,811,47,44,48,7,2.4288,Paneer-200 gms; MUSHROOM-200 gms; Onion-10 gms; Tomato-120 gms)-2 gms;Garlic-1 slice; Chillies 2 gms; Cumin seeds-1.5 gms; Turmeric powder-2 gms; Cooking oil-15 gms; Common salt-15 gms
Pineapple Raita,4,"North,South,East,West","Lunch,Dinner",Veg,dairy ,10 small katori,2065,22,1,3,1,0,1.891,Yoghurt-250 gms; Coriander leaves-10 gms; Mint leaves-5 gms; Pineapple-1800 gms
Strawberry Yogurt,4,Continental,"Lunch,Dinner",Veg,dairy ,1 small katori,375,144,7,12,8,2,0.73125,Yoghurt-250 gms; strawberry-125 gms
Vegetable Raita,4,"North,South,East,West","Lunch,Dinner",Veg,dairy ,1 small katori,510,207,9,23,8,3,0.7115,Yoghurt-250 gms; CUCUMBER-80 gms; carrot-80 gms; Onion-50 gms; Coriander leaves-30 gms;Mint leaves-5 gms; Common salt-15 gms
CHICKEN SALAD,0,"Continental,North,South,East,West","Lunch,Dinner",Non-veg,dairy ,1 small bowl,555,705,88,7,36,4,1.6615,Common salt-15 gms; Chicken-250 gms; Celery-150 gms; Onion-125 gms; Black pepper-15 gms
BROCCOLI SOUP,0,Continental,"Lunch,Dinner",Veg,dairy ,1 medium bowl,310,297,12,28,16,2,0.7285,Garlic-15 gms; Onion-30 gms; Milk-250 gms; Common salt-15 gms; Broccoli-50 g
Smoothie (In Curd),12,Continental,Beverages,Veg,dairy ,1 glass,439,218,7,14,15,5,0.50965,Papaya-150 gms; Apple-62 gms; ORANGE-80 gms; Sunflower seeds-15 gms; Yoghurt-125 gms; Chia Seeds-7 gms; Almond-5 pieces
Masala Tea,12,"North,East,West",Beverages,Veg,dairy ,2 cup,270,40,4,6,0,1,0.755,Milk-250 gms; Ginger-5 gms; Tea-15 gms
Tea,12,"North,East,West",Beverages,Veg,dairy ,1 cup,165,15,1,3,0,1,0.465,Tea-15 gms; Milk-150 gms
Haldi Milk,12,"North,East,West",Beverages,Veg,dairy ,1 glass,132,42,3,7,0,1,0.3745,Turmeric powder-7 gms; Milk-125 gms
Coffee Double Expresso (Skimmed milk),12,Continental,Beverages,Veg,"dairy,caffeine",1 cup,132,40,3,6,0,0,0.4655,Milk-125 gms; coffee-7 gms
Chilli Paneer,6,"North,East,West",Appetizer,Veg,dairy ,1 medium,256,254,12,9,17,3,0.19605,Black pepper-15 gms; Common salt-15 gms; Cooking oil-15 gms;Garlic-15 gms; Ginger-15 gms; Onion-0.25 small bowl; Capsicum-0.25 small -150 gms;; soya sauce-15 gms; VINEGAR-15 gms; Onion-1 gms; Paneer-2 Medium cube
Corn Cutlet,6,"North,East,West",Appetizer,Veg,dairy ,2 number,493,137,3,19,5,2,0.388,POTATO-175 gms; Chillies-15 gms; Coriander leaves-15 gms; Common salt-15 gms; Cooking oil-15 gms; Cumin seeds-4 gms; Chillies-4 gms; Besan-250 gms
Chilli Paneer & Baby corn,6,"North,East,West",Appetizer,Veg,dairy ,2 small bowl,365,148,5,8,10,4,0.32175,Babycorn-75 gms; Black pepper-7 gms; Common salt-7 gms; Cooking oil-30 gms;Garlic-15 gms; Ginger-15 gms; Chillies-15 gms; soya sauce-15 gms; Onion-1 gms; Paneer-125 gmans;Onion-90 gms; Green Bell pepper-95 gms
"Chilli Paneer with Salad (Bell peppers, Broccoli & Cherry tomatoes)",6,"North,East,West","Lunch,Dinner",Veg,dairy ,1 small bowl,392,282,12,16,17,5,1.0491,Paneer-75 gms; Black pepper-15 gms; Common salt-15 gms; Cooking oil-30 gms;Garlic-15 gms; Ginger-15 gms; Capsicum-75 gms; Lemon-15 gms; Onion-75 gms; Broccoli-62 gms
Dal Kebab,6,"North,East,West",Appetizer,Veg,dairy ,3 medium,206,96,4,12,3,2,0.2601,POTATO-125 gm; Chillies-15 gms; Coriander leaves-4 gms; Common salt-7 gms; Cooking oil-15 gms; Cumin seeds-4 gms; Ginger-7 gms; Garlic-4 gms; Besan-150 gms
Dahi Channa Kebab,6,"North,East,West",Appetizer,Veg,dairy ,1 number,347,417,20,57,12,18,0.4215,Yoghurt-15 gms; Tomato-120 gms;Coriander leaves-15 gms; Common salt-15 gms; Cooking oil-15 gms; Cumin seeds-4 gms; Coriander seeds-4 gms; Ginger-4 gms; Garlic-1.5 gms; Channa Dal-150 gms
Grilled Paneer,0,"North,East,West",Appetizer,Veg,dairy ,4 medium,153,76,4,3,6,0,0.7142,Paneer-50 gms; Turmeric powder-4 gms; Common salt-7 gms; Cooking oil-15 gms; Chillies-7 gms; Yoghurt-70 gms
Pav Bhaji,11,"North,East,West",Snacks,Veg,dairy ,1 small bowl,1533,548,27,77,11,33,1.4193,POTATO-200 gms; Capsicum-250 gms; carrot-250 gms; Peas-250 gms; Cauliflower-250 gms; Onion-150 gms; Tomato-120 gms; Turmeric powder-7 gms; Common salt-7 gms; BUTTER-15 gms; Cooking oil-15 gms; Coriander leaves-4 gms; Lemon-15 gms
Paneer Tikka Kathi Roll,11,East,Snacks,Veg,dairy ,1 number,565,403,23,57,7,6,1.70105,Lemon-4 gms; Common salt-7 gms; Onion-120 gms; Capsicum-125 gms; Lettuce Leaf-125 gms; Cooking oil-15 gms; Yoghurt-15 gms; Chillies-4 gms; Paneer-150 gms
Noodles Paneer Sizzler,0,Continental,"Lunch,Dinner",Veg,dairy ,1 medium bowl,382,521,27,26,33,6,1.4333,Paneer-125 gms; Lettuce Leaf-20 gms; Common salt-15 gms; Capsicum-70 gms; Onion-70 gms;Mint leaves-15 gms; Ginger-7 gms;Garlic-15 gms; Cumin seeds-7 gms; Coriander seeds-4 gms; Garlic-4 gms; Chillies-15 gms; Cooking oil-15 gms
Methi Paneer Vegetable,2,"North,East,West",Dry Curry,Veg,dairy ,1 small bowl,335,239,11,12,12,5,0.9593,Paneer-75 gms; Fenugreek leaves-62 gms; Tomato-75 gms; Onion-60 gms; Chillies-7 gms; Cumin powder-4 gms; Turmeric powder-4 gms; Common salt-7 gms; Cooking oil-15 gms; Coriander leaves-15 gms; Chillies-4 gms; Coriander seeds-7 gms
Mushroom Paneer masala,2,"North,East,West",Dry Curry,Veg,dairy ,1 small bowl,489,213,15,17,7,5,1.9567,MUSHROOM-100 gms; Tomato-120 gms; Onion-50 gms; Cumin powder-4 gms; Turmeric powder-4 gms; Common salt-7 gms; Cooking oil-15 gms; Coriander leaves-15 gms; Garlic-2.5 gms; Chillies-7 gms; Coriander powder-7 gms; Paneer-150 gms; Ginger-5 gms
Vegetable idli (Rice idli),14,South,"Breakfast,Lunch,Dinner",Veg,dairy ,3 medium,266,59,1,10,1,1,0.7221,CARROT-30 gms; Peas-30 gms; Capsicum-30 gms; Mustard seeds-4 gms; Gram dal-4 gms; Curry leaves-4 gms; Cooking oil-7 gms; Common salt-7 gms; Rice-150 gms
SAMAKHIA KHEER,0,"North,East,West",Snacks,Veg,dairy ,2 medium bowl,87,273,10,31,12,3,0.26925,Milk-500 ml; Almond-5 gms; Dates-2 gms; RAISINS-5 gms; Samakhia Rice-75 gms
Makhana Kheer,0,"North,East,West","Lunch,Dinner",Veg,dairy ,4 small bowl,294,277,15,50,2,2,0.44625,Makhana-250 gms; Almond-5 gms; Milk-30 gms; Dates-4 gms; Raisins-5 gms
Reshami Tikka,6,"North,East,West",Appetizer,Veg,dairy ,3 medium,258,28,4,2,1,1,0.6071,Turmeric powder-4 gms; Yoghurt-15 gms; Common salt-15 gms; Black pepper-15 gms; Coriander leaves-4 gms; Lemon-0.5 gms;Yoghurt-200 gms
Reshami Tikka (Paneer),6,"North,East,West",Appetizer,Veg,dairy ,1 medium bowl,378,157,9,13,6,4,1.7178,Capsicum-62 gms; Onion-62 gms; Turmeric powder-4 gms; Common salt-15 gms; Cooking oil-1 ml; Lemon-0.5 gms; Coriander leaves-5 gms; Paneer-150 gms; Ginger powder-15 gms; Garlic powder-15 gms; Garam Masala-15 gms; Red chilli Powder-15 gms; Cumin Powder-15 gms
Risotto recipe (No cheese),0, Continental,"Lunch,Dinner",Veg,dairy ,1 small bowl,1039,980,20,185,16,11,2.13022,Onion-62 gms;Garlic-7 gms; MUSHROOM-62 gms; Common salt-15 gms; Black pepper-15 gms;Parsley-15 gms; Vegetable Broth-300 gms; Arborio rice-500 gms; Rosemary-24 gms; thyme-24 gms; Olive oil-15 gms
Besan Milk,12,"North,South,East,west",Beverages,Veg,dairy ,2 cup,281,47,3,7,1,2,0.7425,Besan-24 gms; CARDAMOM-7 gms; Milk-250 gms
Curd,4,"North,South,East,West",Lunch,Veg,dairy ,2 small bowl,504,183,8,13,11,0,1.41,Milk-500 gms; Yoghurt-4 gms
Boondi Raita,4,North ,Lunch,Veg,dairy ,1 small bowl,404,194,11,13,11,1,0.6266,Yoghurt-250 gms; Coriander leaves-4 gms; Boondi-150 gms
Beetroot and Paneer Salad,0,"Continental,North,South,East,West",Appetizer,Veg,dairy ,1 small bowl,262,104,11,9,2,3,0.5456,BEETROOT-90 gms; CUCUMBER-62 gms; CORIANDER-15 gms; Common salt-15 gms; Black pepper-15 gms; Lemon-15 gms; Paneer-50 gms
Creamy Cucumber Salad,0,"Continental,North,South,East,West",Appetizer,Veg,dairy ,2 small bowl,88,34,3,1,2,1,0.4971,CUCUMBER-1 gms; Mint leaves-7 gms; Common salt-15 gms; Black pepper-15 gms; Paneer-50 gms
CARROT MILK,12,"North,East,West",Beverages,Veg,dairy ,1 cup,330,247,10,23,3,3,0.8015,Milk-250 gms; carrot-60 gms; Almond-5 gms; Cardamom-15 gms
BUTTERMILK,4,"North,East,West","Lunch,Dinner",Veg,dairy ,1 glass,162,93,5,5,1,2,0.3817,Yoghurt-125 gms; Common salt-15 gms; Mint leaves-3 gms; Cumin seeds-15 gms; Black Pepper-4 gms
MUSHROOM SOUP (WITH ALMOND MILK),0,Continental,Appetizer,Veg,dairy ,1 medium bowl,340,180,8,8,13,3,1.0765,MUSHROOM-125 gms; Common salt-15 gms; Almond Milk-200 gms
Broccoli SOUP (WITH LACTOSE FREE MILK),0,Continental,"Lunch,Dinner",Veg,dairy ,1 medium bowl,410,304,15,7,3,2,0.7735,Garlic-15 gms; Onion-30 gms; Common salt-15 gms;  Broccoli-150 gms; Lactose Free Milk-200 gms
Paneer Capsicum Onion Vegetable,2,"North,East,West,South",Dry Curry,Veg,dairy ,1 medium katori,607,559,27,37,33,17,1.6195,Paneer-100 gms; Capsicum-200 gms; Onion-100 gms; Tomato-100 gms; Cooking oil-15 gms; Cumin seeds-15 gms; Ginger-2.5 gms;Garlic-2.5 gms; Turmeric powder-7 gms; Chillies-15 gms; Coriander seeds-15 gms; Common salt-15 gms; Coriander leaves-15 gms
Hazelnut Asian Lettuce Wrap (Vegetarian with Paneer),0,Continental,"Lunch,Dinner",Veg,dairy ,1 number,336,330,16,32,14,4,0.83075,Paneer-60 gms; carrot-80 gms; Capsicum-80 gms; Water Chestnut-40 gms; soya sauce-15 gms; VINEGAR-15 gms; Cooking oil-15 gms; Ginger-7 gms; Chillies-4 gms; Lettuce leaf-20 gms
GREEN BEANS PANEER VegETABLE,2,"North,East,West,South",Dry Curry,Veg,dairy ,1 medium katori,482,270,16,18,13,15,0.9345,Beans-250 gms; Paneer-50 gms; Tomato-120 gmsl; Onion-0.5 gms; Garlic-2 gms; Cumin seeds-7 gms; Turmeric powder-7 gms; Chillies-7 gms; Common salt-15 gms; Cooking oil-15 gms; Coriander leaves-4 gms
Dahi Aloo Gravy,2,"North,East,West,South",Dry Curry,Veg,dairy ,1 medium katori,301,163,5,21,5,4,0.5847,POTATO ; Yoghurt-125 gms; Onion-0.5 gms; Tomato-120 gms)-1 small; Ginger-7 gms; Cumin seeds-7 gms; Turmeric powder-7 gms; Coriander seeds-7 gms; Chillies-4 gms; Common salt-15 gms; Fenugreek leaves-4 gms
Cold Coffee,12,Continental,Beverages,Veg,"dairy,caffeine",2 cup,765,100,6,12,0,0,5.5625,Coffee-250 gms; Brown sugar-15 gms; Milk-500 gms
Fruit Raita,0,"North,East,West",Appetizer,Veg,dairy ,1 medium katori,350,239,8,26,10,4,0.7059,Yoghurt-250 gms; Apple-10 gms; Pomegranate-10 gms; Grapes-50 gms; Mint leaves-10 gms; Common salt-15 gms; Black pepper-5 gms
Grilled Caesar Salad (non Veg),0,Continental,Appetizer,Non-veg,dairy ,1 small bowl,122,199,19,11,9,4,0.35215,Chicken-1 gms; Garlic-7 gms; Common salt-15 gms; Black pepper-15 gms; Lettuce Leaf-30 gms; CHEESE-10 gms; Lemon-15 gms; Yoghurt-15 gms; soya sauce-7 gms; Garlic-7 gms
Bathua raita,4,"North,East,West",Appetizer,Veg,dairy ,1 medium katori,212,98,6,7,4,5,0.3165,Bathua leaves-100 gms; Yoghurt-100 gms; Mint leaves-5 gms; Cumin seeds-7 gms
Sugarcane kheer,0,"North,East,West",Snacks,Veg,dairy ,4 gms,180,150,4,31,2,1,0.6515,Rice-150 gms; Almond-5.5 gms; Cashew-10 gms; Sugarcane juice-15 gms
Spinach and Walnut Raita,4,Continental,Appetizer,Veg,dairy ,4 medium katori,326,140,5,7,11,3,0.2915,Cumin seeds-15 gms; Common salt-15 gms; Yoghurt-15 gms; SPINACH-250 gms; Walnut-11 gms; Coriander Powder-5 gms; Red chilli Powder-15 gms
HOMEMADE PANEER,2,"North,East,West",Dry Curry,Veg,dairy ,1 gms,60,20,0,1,1,0,0.0645,Milk-15 gms; VINEGAR-45 gms
Herb Paneer,6,"North,East,West",Appetizer,Veg,dairy ,4 number,129,14,1,1,1,1,0.2406,VINEGAR-45 gms; Capsicum-45 gms; Coriander leaves-7 gms;Mint leaves-7 gms; Black pepper-15 gms; Paneer-10 gms
Paneer Kebab,6,"North,East,West",Appetizer,Veg,dairy ,2 medium,91,141,2,5,4,3,0.0861,Paneer-50 g; POTATO-10 gms; Ginger-7 gms; Mint leaves-4 gms; Coriander leaves-15 gms; Cumin seeds powder-15 gms; Black Pepper Powder-10 gms; Common salt-15 gms; Cooking oil-15 gms
Coffee Espresso (Skimmed milk),12,Continental,Beverages,Veg,"dairy,caffeine",1 cup,265,80,6,11,0,0,0.9475,Milk-250 gms; coffee-15 gms
Greek Salad,0,Continental,Appetizer,Veg,dairy ,1 small bowl,170,128,2,9,1,4,0.1865,CUCUMBER-50 gms; Tomato-50 gms; Capsicum-25 gms; Paneer-20 g; VINEGAR-15 gms; Common salt-15 gms; Black pepper-15 gms
Hariyali Tikka Veg,6,"North,East,West",Appetizer,Veg,dairy ,3 number,245,104,4,3,8,1,0.6545,MUSHROOM-15 gms; Cauliflower-15 gms; Capsicum-15 gms; Zucchini-15 gms; Paneer-50 gms; Yoghurt-15 gms; Coriander leaves-30 gms; Mint leaves-15 gms; Spinach-30 gms; Lemon-15 gms; Common salt-15 gms; Cooking oil-15 gms
Lactose Free Milk Coffee With Brown Sugar,12,"North,South,East,West",Beverages,Veg,"dairy,caffeine",1 cup,390,200,7,12,4,0,2.8,Milk-250 gms; Brown sugar-15 gms; Coffee-125 gms
Skimmed Milk Coffee Without Sugar,12,"North,South,East,West",Beverages,Veg,"dairy,caffeine",1 cup,382,74,6,12,0,1,2.787,Milk-250 gms; Coffee-125 gms; Cinnamon-7 gms
Gujiya,0,"North,South,East,West",Snacks,Veg,dairy ,1 number,231,1192,15,126,68,14,0.18075,Atta-100 gms; Ghee-15 gms; COCONUT-50 gms; Jaggery-50 gms; RAISINS-15 gms; Cardamom-1 gms; Sunflower oil-20 ml
Rice kheer,0,"North,East,West",Snacks,Veg,dairy ,1 medium katori,195,223,1,12,5,1,0.6735,Milk-20 gms; Rice-150 gms; Jaggery-0.5 gms; CARDAMOM-5 gms; Ghee-15 gms
Paneer Wrap(Cabbage Leaves),0,Continental,"Lunch,Dinner",Veg,dairy ,1 medium,136,679,27,50,39,13,0.3225,Atta-30 gms; Paneer-10 gms; Cabbage-20 g; carrot-15 gms; Onion-20 gms; Ginger-5 gms; Red chilli Powder-7 gms; Cumin seeds-4 gms; Coriander seeds-15 gms; Common salt-15 gms; Olive oil-15 gms
Paneer Wrap(icebarg Leaves),0,Continental,"Lunch,Dinner",Veg,dairy ,1 medium,125,530,26,33,33,5,0.1909,Atta-30 gms; Paneer-10 gm; Capsicum-20 gmsr; Onion-15 gms; TOMATO-10 gms; CUCUMBER-15 gms; Cumin seeds-4 gms; CORIANDER leaves-1 gms; Common salt-15 gms; Olive oil-15 gms
Smoothie,12,Continental,Beverages,Veg,dairy ,1 glass,1194,265,15,23,13,1,1.60025,Apple-200 gms; Pear-178 gms; Banana-101 gms; Grapes-150 gms; Strawberries-75 gms; Blueberries-75 gms; Mint leaves-15 gms; Yoghurt-150 gms; Milk-250 gms
Pumpkin Soup,0,"North,East,West",Appetizer,Veg,dairy ,4 cup,970,82,4,10,3,1,1.3375,PUMPKIN-200 gms; Onion-160 gms; Garlic-15 gms; Olive oil-30 gms; Common salt-15 gms; Broth-300 gms; Milk-250 gms
Tea with Skimmed Milk,12,"North,South,East,West",Beverages,Veg,"dairy,caffeine",1 cup,275,36,2,7,0,0,0.752,HONEY-10 gms; Milk-250 gms; Tea-15 gms
Paneer Stuffed Roti,1,"North,East,West","Lunch,Dinner",Veg,dairy ,2 number,591,199,7,39,1,8,1.8726,Atta-250 gms; Common salt-1 gms; Olive oil-15 gms; Paneer-150 gms; Onion-125 gms; Chillies-15 gms; Coriander seeds-15 gms; Coriander Powder-5 gms; Turmeric powder-15 gms
Saute Paneer For Fasting,0,"North,East,West,South",Appetizer,Veg,dairy ,1 medium bowl,179,10,0,0,0,1,1.1847,Paneer-112 gms; Olive oil-15 gms; Cumin seeds-15 gms; Common salt-1 gms; Red chilli Powder-15 gms; Lemon-1 gms Coriander leaves-10 gms;Mint leaves-10 gms
Paneer Stuffed Roti using a combination of Oats Bran and Oats Atta,1,"North,East,West","Lunch,Dinner",Veg,dairy ,4 medium,188,36,0,0,0,0,1.3695,Cumin seeds-1 gms; Coriander Powder-5 gms; Red chilli Powder-7 gms; Paneer-150 gms; Coriander leaves-10 gms; GHEE-15 gms
Paneer Vegetable curry,2,"North,East,West,South",Dry Curry,Veg,dairy ,2 medium katori,825,44,2,7,1,2,3.2985,Paneer-300 gms; Onion-125 gms; Tomato-90 gms; POTATO-150 gms; Capsicum-15 gms; Zucchini-15 gms; Peas-15 gms; Ginger powder-15 gms; Cumin seeds-15 gms; Coriander Powder-5 gms; Garam Masala-15 gms; Red chilli Powder-15 gms; Common salt-15 gms; Olive oil-30 gms; Coriander leaves-5 gms
Garden Cress Seeds Kheer without Sugar,0,"North,East,West",Snacks,Veg,dairy ,1 cup,577,68,1,5,5,0,1.4225,Garden cress seeds-30 gms; Milk-500 gms; cardamom powder-15 gms; HONEY-15 gms; Ghee-15 gms; Almonds-2.2 gms
Style Beetroot & Paneer Salad,0,Continental,Appetizer,Veg,dairy ,2 small bowl,860,20,1,4,0,1,2.739,beetroot-240 gms; Paneer-280 gms; Cucumber-200 gms; Tomato-90 gms; Onion ; Coriander leaves-5 gms; Chat Masala-15 gms; Common salt-15 gms; Lemon-15 gms
Buttermilk(Toned Milk),4,"North,South,East,West",Breakfast,Veg,dairy ,1 glass,295,147,8,13,8,0,0.7075,Milk-250 gms; Curd-15 gms;  Common salt-15 gms; Coriander leaves-15 gms
Banana Smoothie,12,Continental,Beverages,Veg,dairy ,1 glass,537,258,2,59,0,3,0.7105,Banana-272 gms; Milk-250 gms; HONEY-15 gms
Mango Smoothie,12,Continental,Beverages,Veg,dairy ,1 glass,537,145,1,32,1,4,0.9417,Mango-272 gms; Milk-250 gms; HONEY-15 gms 
Strawberry Smoothie with Skimmed Milk,12,Continental,Beverages,Veg,dairy ,1 glass,295,123,0,31,0,0,0.736,strawberry-30 gms; Milk-250 gms; HONEY-15 gms
Apple Smoothie with Skimmed Milk,12,Continental,Beverages,Veg,dairy ,1 glass,450,186,9,40,0,5,0.7,Apple-200 gms; Milk-250 gms
Oatmeal Skimmed Milk,12,Continental,Beverages,Veg,dairy ,1 glass,810,354,13,66,5,7,1.2805,Oats-150 gms; Milk-250 gms; Common salt-15 gms; Banana-118 gms ; Blueberries-250 gms; Almond-3.3 gms; Cinnamon-24 gms 
Qunioa Porridge With Double Toned Milk,9,Continental,Breakfast,Veg,dairy ,1 glass,541,960,36,91,52,14,0.9868,Quinoa-150 gms; Milk-250 gms; Nutmeg-15 gms; DATES-15 gms; Almonds-5.5 gms; Walnut-58.5 gms; Banana-101 gms
Oats Smoothie With Sugar Skimmed Milk,12,Continental,Beverages,Veg,dairy ,1 medium katori,501,186,11,32,1,1,0.82,Oats-150 gms; Banana-101 gms; Milk-250 gms
Hung Curd Salad,0,Continental,Appetizer,Veg,dairy ,2 cup,600,79,3,6,3,2,0.7855,Yoghurt-150 gms; Cucumber-200 gms; Tomato-90 gms; Capsicum-100 gms; Onion-15 gms; Coriander leaves-15 gms; Black pepper-15 gms; Common salt-15 gms
Matar Paneer (with low fat),2,"North,East,West,South",Dry Curry,Veg,dairy ,1 medium katori,985,919,56,76,39,24,2.77,Paneer-150 gms; Peas-150 gms;Onion-125 gms; Ginger powder-15 gms; Garlic powder-15 gms; Tomato-90 gms; Cumin seeds-225 gms; Coriander Powder-5 gms; Garam Masala-15 gms; Red chilli Powder-15 gms; Common salt-15 gms; Coriander leaves-150 gms; Olive oil-15 gms
Cauliflower Paneer Tikki,6,"North,East,West",Appetizer,Veg,dairy ,2 number,570,112,8,10,6,7,1.3685,Cauliflower-250 gms; Paneer-120 gms; carrot-150 gms; Coriander leaves-15 gms; Red chilli Powder-15 gms; Coriander Powder-5 gms; Common salt-15 gms
Paneer Tikka in Green Chutney,0,"North,East,West",Appetizer,Veg,dairy ,1 medium katori,555,720,47,33,40,3,1.692,Paneer-150 gms; Coriander leaves-150 gms;Mint leaves-150 gms; Chillies-15 gms; Ginger-15 gms;Garlic-15 gms; Cumin seeds-15 gms; Chat Masala-15 gms; Common salt-15 gms; Olive oil-15 gms
Paneer kebab,6,"North,East,West",Appetizer,Veg,dairy ,1 medium,590,776,49,44,42,9,1.9846,Paneer-150 gms; Capsicum-201 gms; Onion-150 gms; Olive oil-15 gms; Cumin Powder-15 gms; Coriander Powder-5 gms; Garam Masala-15 gms; Red chilli Powder-24 gms; Common salt-15 gms
Nuts and seeds raita with skimmed milk curd,4,"North,East,West",Appetizer,Veg,dairy ,1 cup,234,188,16,4,10,2,0.5075,Yoghurt-150 gms; Almond-5.5 gms; Walnut-4 gms; Pumpkin Seeds-15 gms; Sunflower Seeds-15 gms; Cumin seeds-15 gms; Common salt-15 gms; Coriander leaves-15 gms
Low Fat Paneer Tikki,6,"North,East,West",Appetizer,Veg,dairy ,1 large katori,810,1017,56,74,57,13,2.051,Paneer-150 gms; Sweet potato-180 gms; Peas-250 gms;Onion-125 gms; Chillies-15 gms; Ginger-15 gms; Red chilli Powder-15 gms; Cumin seeds-15 gms; Garam Masala-15 gms; Common salt-15 gms; Olive oil-15 gms
No Fat Grilled Chicken Breast with Skimmed Milk Curd,8,Continental,Gravy,Non-veg,dairy ,1 medium bowl,567,270,42,9,6,5,2.0807,Chicken-172 gms; Yoghurt-300 gms; Ginger powder-15 gms; Garlic powder-15 gms; Turmeric powder-15 gms; Cumin seeds-15 gms; Coriander Powder-5 gms; Red chilli Powder-15 gms; Common salt-15 gms
Coffee (Skimmed milk),12,South,Beverages,Veg,"dairy,caffeine",1 cup,45,19,1,1,0,0,0.3315,Milk-30 gms; coffee-15 gms
Nimbupani,12,"North,South,East,West",Beverages,Veg,citrus ,4 glass,132,11,0,0,0,0,0.0507,Lemon-125 gms; Common salt-7 gms; 
Lemon Water,10,"North,South,East,West",Beverages,Veg,citrus ,1 glass,5,0,0,0,0,0,0.002,Lemon-5 gms
Dalcheeni Water,10,"North,South,East,West",Beverages,Veg,cinnamon ,1 glass,5,0,0,0,0,0,0.0175,Cinnamon-5 gms
Besan Cheela,1,"North,West,East",Breakfast,Veg,chickpea .,1 medium,151,277,15,38,5,7,0.204,Onion-15 gms; Tomato-15 gms;  Cumin seeds-15 gms; Coriander leaves-15 gms; Common salt-7 gms; Mustard oil-7 gms; Turmeric powder-15 gms; Besan-62 gms
Filter Coffee Without Sugar,12,"North,South,East,West",Beverages,Veg,caffeine ,2 glass,280,60,2,3,0,0,1.195,Coffee-30 gms; Milk-250 gms
Black Filter Coffee Without Sugar,12,"North,South,East,West",Beverages,Veg,caffeine ,2 cup,30,0,0,0,0,0,0.495,Coffee-30 gms
